date,species_nr,latitude,longitude,addressaccuracy,nummosquitos,wnvpresent,trap_rank,tmax,tmin,tavg,depart,dewpoint,wetbulb,sunrise,sunset,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,temp_diff,week,year,FG,TS,lag_1_tavg,lag_2_tavg,lag_1_preciptotal,lag_2_preciptotal
2007-05-29,1.0,41.921965,-87.632085,8,3,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-05-29,1.0,41.95469,-87.800991,9,1,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-05-29,1.0,41.974089,-87.824812,8,4,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-05-29,1.0,41.994991,-87.769279,9,1,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-05-29,2.0,41.688324,-87.676709,8,1,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-05-29,2.0,41.867108,-87.654224,8,1,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-05-29,2.0,41.891126,-87.61156,5,1,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-05-29,2.0,41.919343,-87.694259,8,1,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-05-29,2.0,41.921965,-87.632085,8,2,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-05-29,2.0,41.95469,-87.800991,9,1,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-05-29,2.0,41.974089,-87.824812,8,1,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-05-29,2.0,41.999129,-87.795585,8,1,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-05-29,2.0,42.01743,-87.687769,8,1,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-05-29,3.0,41.731922,-87.677512,8,1,0,0,88.0,62.5,75.25,10.0,58.5,65.5,421.0,1917.0,0.0,29.415,30.1,5.8,17.0,6.95,10.25,22.0,2007.0,0.0,0.0,56.25,73.25,0.345,0.0
2007-06-05,1.0,41.662014,-87.724608,8,4,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.682587,-87.707973,9,8,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.688324,-87.676709,8,4,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.723195,-87.64997,5,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.731922,-87.677512,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.732984,-87.649642,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.846075,-87.716277,9,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.867108,-87.654224,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.868077,-87.666901,9,7,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.878114,-87.629798,3,3,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.891118,-87.654491,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.896282,-87.655232,8,2,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.906638,-87.701431,9,3,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.907645,-87.760886,8,3,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.916265,-87.800515,8,10,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.918705,-87.752329,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.919343,-87.694259,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.9216,-87.666455,8,2,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.921965,-87.632085,8,3,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.932094,-87.700117,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.944869,-87.832763,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.948167,-87.730698,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.94983,-87.698457,9,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.953067,-87.776792,8,3,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.95469,-87.800991,9,5,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.958271,-87.702575,9,2,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.961743,-87.76007,9,2,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.963976,-87.69181,9,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.974089,-87.824812,8,2,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.979243,-87.750938,9,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.981964,-87.812827,8,2,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.986921,-87.689778,9,2,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,41.999129,-87.795585,8,9,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,42.006858,-87.675919,9,2,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,1.0,42.011601,-87.811506,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.662014,-87.724608,8,2,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.682587,-87.707973,9,3,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.720848,-87.666014,9,2,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.725517,-87.614258,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.731922,-87.677512,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.801498,-87.763416,9,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.867108,-87.654224,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.868077,-87.666901,9,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.869216,-87.627561,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.916265,-87.800515,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.919343,-87.694259,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.9216,-87.666455,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.948167,-87.730698,8,2,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.953067,-87.776792,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.95469,-87.800991,9,3,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.958271,-87.702575,9,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.961743,-87.76007,9,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.974089,-87.824812,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.994469,-87.667736,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,2.0,41.999129,-87.795585,8,2,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,3.0,41.662014,-87.724608,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,3.0,41.731922,-87.677512,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,3.0,41.867108,-87.654224,8,2,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,3.0,41.9216,-87.666455,8,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-05,3.0,41.95469,-87.800991,9,1,0,0,63.5,49.0,56.25,-9.0,47.5,51.5,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,-8.75,23.0,2007.0,0.0,0.0,73.25,72.75,0.0,0.755
2007-06-26,0.0,41.95469,-87.800991,9,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.662014,-87.724608,8,25,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.682587,-87.707973,9,4,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.688324,-87.676709,8,2,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.719059,-87.675088,9,5,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.721474,-87.648064,8,2,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.731922,-87.677512,8,5,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.843811,-87.686763,9,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.852652,-87.719887,8,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.857402,-87.694991,8,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.868077,-87.666901,9,19,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.868142,-87.696269,9,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.878114,-87.629798,3,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.891118,-87.654491,8,6,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.891126,-87.61156,5,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.896282,-87.655232,8,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.906638,-87.701431,9,3,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.916265,-87.800515,8,6,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.919343,-87.694259,8,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.921177,-87.79518,8,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
2007-06-26,1.0,41.9216,-87.666455,8,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,418.0,1931.0,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,16.5,26.0,2007.0,0.0,0.5,72.25,79.25,0.245,0.255
